"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon"
"Santa Barbara Museum of Natural History","Entomology","","","SBMNH","","urn:uuid:f2961d14-85c0-462f-9e13-bd5f7e9e7ac1","","http://www.sbnature.org/crc/348.html","","","",NA,NA,"","","365000","Matthew Gimmel","","mgimmel@sbnature2.org","2559 Puesta Del Sol,","Santa Barbara","California","93105","2559 Puesta Del Sol,","Santa Barbara","California","93105","urn:uuid:55f075d8-8f18-4bdc-a710-f26bfbdb6ebd","","","","","","",34.4409,-119.7167
"California Polytechnic University, San Luis Obispo","Entomology","","","","","urn:uuid:f2c6d379-7c90-47ed-96a7-59e0ac3348e0","","http://bio.calpoly.edu/content/field-study-sites-specimen-collections#preserved","","","",NA,NA,"","","170 drawers of insects. We have between 50,000 - 80,000 pinned specimens and about 500 alcohol preserved specimens","Larisa Vredevoe","Curator","lvredevo@calpoly.edu","Biological Science Department","San Luis Obispo","California","93407","Biological Science Department","San Luis Obispo","California","93407","","","","","","","",35.3471,-120.4553
"Northern Michigan University","Birds","99c4ec83-ec62-42b5-b745-4bdf7cc2c669","{""recordset"":""99c4ec83-ec62-42b5-b745-4bdf7cc2c669""}","NMU","Bird specimens","urn:uuid:f2da5174-abde-4eb1-818e-6e9f2921cc8f","http://grbio.org/cool/g4vd-5qf7","https://www.nmu.edu/biology/zoological-collections","http://arctos.database.museum/","The collection holds skins, skeletons, and eggs, with strengths in birds of the Great Lakes Region","",320,NA,"","","","Alec Lindsay","Faculty Curator of Birds","alindsay@nmu.edu","Department of Biology, 1401 Presque Isle Avenue","Marquette","Michigan","49855","Department of Biology, 1401 Presque Isle Avenue","Marquette","Michigan","49855","urn:uuid:f4a36346-b8cb-4525-83aa-b06559c77439","","","","","","",46.5596,-87.4045
"University of Puerto Rico Mayagüez","Invertebrates","2b89de41-42bd-46c6-ab61-d386f855f7fb","{""recordset"":""2b89de41-42bd-46c6-ab61-d386f855f7fb""}","UPRM","INVCOL","urn:uuid:f2f50ab7-ac4a-430e-9c15-7e389a4bffdf","http://grbio.org/cool/mvgv-vhy0","https://www.uprm.edu/invcol/","https://www.idigbio.org/portal/recordsets/2b89de41-42bd-46c6-ab61-d386f855f7fb","Arthropoda and Mollusca Puerto Rico and the Caribbean","",150000,NA,"Arthropoda and Mollusca","Puerto Rico and the Caribbean","150,000","Alex Van Dam","Director","alex.vandam@upr.edu","Departamento de Biología, Call Box 9000","Mayagüez","Puerto Rico","00681-9000","Departamento de Biologia, Carr. 108 Barrio Miradero Km 1.3, Entrada al Zoológico","Mayagüez","Puerto Rico","00681-9000","","","","","","","",18.2095,-67.1405
"University of the Sciences in Philadelphia","Herbarium","","","PHIL<IH>","","urn:uuid:f2fe66a6-d8c9-44d4-bcdf-14dffffdcaec","urn:lsid:biocol.org:col:14640","http://www.gradschool.usciences.edu/faculty/porter-john","","","",NA,NA,"","","","","","","Biological Sciences Department, 600 South 43rd Street","Philadelphia","Pennsylvania","19104-4495","Biological Sciences Department, 600 South 43rd Street","Philadelphia","Pennsylvania","19104-4495","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126860","","",39.9579,-75.2081
"Burpee Museum of Natural History","Paleontology","","","BURP","","urn:uuid:f316a6f3-20b0-4148-9061-ffe57c2c8792","","http://www.burpee.org/page.asp?PageID=21","","","",NA,NA,"","","","Joshua Mathews","Director of Paleontology ","joshua.mathews@burpee.org","737 North Main St.","Rockford","Illinois","61103","737 North Main St.","Rockford","Illinois","61103","","","","","","","",42.2771,-89.0896
"Stamford Museum & Nature Center","Entomology","","","","","urn:uuid:f329e1d4-74e1-4a9c-ba10-8ca074e32211","","http://www.stamfordmuseum.org/","","","",NA,NA,"","","","Kirsten R. Brophy","","kbrophy@stamfordmuseum.org","39 Scofieldtown Rd","Stamford","Connecticut","06903","39 Scofieldtown Rd","Stamford","Connecticut","06903","","","","","","","",41.1261,-73.5455
"University of Michigan, Museum of Zoology","Mammals","2d94a3ac-f505-49ec-98e7-3b7dc48344dd","{""recordset"":""2d94a3ac-f505-49ec-98e7-3b7dc48344dd""}","UMMZ","Mammals","urn:uuid:f35a3260-4821-469e-9647-2b710a05429b","","http://www.lsa.umich.edu/ummz/mammals/default.asp","http://portal.vertnet.org/search?advanced=1","","",NA,NA,"","","","Priscilla Tucker","Curator","ptuck@umich.edu","1109 Geddes Ave","Ann Arbor","Michigan","48109","1109 Geddes Ave","Ann Arbor","Michigan","48109","urn:uuid:64010831-b270-4db3-a6ed-27b99be98193","","","","","","",42.2779,-83.735
"Museo de Entomología y Biodiversidad Tropical Collection","Entomology","","","","","urn:uuid:f37a2712-d769-465f-912d-2d5f03690533","","","","","",NA,NA,"","","","Rosa A. Franqui","","rosa.franqui@upr.edu","","San Juan","Puerto Rico","","","San Juan","Puerto Rico","","","","","","","","",18.3896,-66.0561
"Grinnell College","Herbarium","","","GRI<IH>","","urn:uuid:f3e940f4-9812-49db-84fa-cc6770ba619b","urn:lsid:biocol.org:col:13140","http://web.grinnell.edu/individuals/eckhart/herbarium.html","","","",NA,NA,"","","","Vince Eckhart","Curator","eckhart@grinnell.edu","Biology Department","Grinnell","Iowa","50112-0806","","Grinnell","Iowa","50112-0806","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124647","","",41.8186,-92.7744
"University of Minnesota, James Ford Bell Museum of Natural History","Algae","2936c837-ad9f-40d8-bea0-58b2a635c637","{""recordset"":""2936c837-ad9f-40d8-bea0-58b2a635c637""}","MIN","Algae","urn:uuid:f44268e6-be13-487a-89a6-4890add10df3","","https://www.bellmuseum.umn.edu/plants/","http://bellatlas.umn.edu/index.php","","",13000,NA,"","","","Dr. George Weiblen","Bell Museum Science Director, Curator of Plants and Professor","gweiblen@umn.edu","1479 Gortner Avenue","St. Paul","Minnesota","55108-1095","1479 Gortner Avenue","St. Paul","Minnesota","55108-1095","urn:uuid:4848eb86-ab0e-40ba-af27-de63fd2197ad","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126738","","",44.9845,-93.182
"Kent State University, Theodore M. Sperry Herbarium","Herbarium","dad057a8-0648-4e11-9652-740ce7f86d62","{""recordset"":""dad057a8-0648-4e11-9652-740ce7f86d62""}","KE<IH>","","urn:uuid:f4771e58-642c-44ae-ad74-a9fea4862467","http://biocol.org/urn:lsid:biocol.org:col:15349","http://www.kent.edu/profile-expertise/cooperrider-herbarium","http://herbarium.kent.edu","The Tom S. & Miwako K. Cooperrider Herbarium at Kent State University was founded in 1921 and houses approximately 81,000 specimens. The collection is primarily focused on the flora of northeastern Ohio. Important holdings include collections by Tom S. Cooperrider (vascular), Arthur Herrick (vascular), Dr. Barbara K. Andreas (bryophyte and vascular), Allison Cusick (vascular), and the historical collections of Almon N. Rood.","",81000,TRUE,"The collection reflects an obvious focus on Ohio vascular flora, especially the flora of northeastern Ohio, including collections from many habitats considered rare in Ohio, such as bogs and fens. The bryophyte diversity of Ohio is also strongly represented in the extensive collections of Dr. Barbara K. Andreas.","Global; primarily eastern United States with strong focus on Ohio.","Approx. 67,000 vascular specimens; 14,000 bryophyte specimens; 2,500  fruit and nut collections (collected by A.N. Rood during early 20th century and housed in small glass vials); small collections of algae, fungi, and lichens.","Dylan Stover","Collection Manager","dstover@kent.edu","Biological Sciences Department","Kent","Ohio","44242-0001","Biological Sciences Department","Kent","Ohio","44242-0001","urn:uuid:53e1213e-df61-41b8-a076-2cbfbf1ea33e","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125051","","",41.17,-81.1966
"University of Minnesota, James Ford Bell Museum of Natural History","Fungi","ee9d38ef-c1db-44de-b8f2-62acb7049370","{""recordset"":""ee9d38ef-c1db-44de-b8f2-62acb7049370""}","MIN<IH>","","urn:uuid:f48ff072-1ce4-411f-b36a-fe8b975325e9","","http://www.bellmuseum.umn.edu/ResearchandTeaching/Collections/ScientificCollection/FungalHerbarium/index.htm","http://mycoportal.org/portal/collections/index.php","","",NA,NA,"","","","Anita Cholewa","Head Curator and Collections Manager","chole001@umn.edu","1445 Gortner Ave","St. Paul","Minnesota","55108","1445 Gortner Ave","St. Paul","Minnesota","55108","urn:uuid:4848eb86-ab0e-40ba-af27-de63fd2197ad","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126738","","",44.9845,-93.182
"University of Kansas, Biodiversity Institute and Natural History Museum","Ichthyology","598cda6a-75a8-4ba3-b169-3fa4a285ed86","{""recordset"":""598cda6a-75a8-4ba3-b169-3fa4a285ed86""}","KU","KUI","urn:uuid:f50da0e9-cfe3-4d2a-af93-c20a8864602b","http://grbio.org/cool/a2i3-djem","http://ichthyology.biodiversity.ku.edu/","http://ichthyology.biodiversity.ku.edu/collections-search","","",NA,NA,"","","","Leo Smith","Curator","leosmith@ku.edu","Natural History Museum, 1345 Jayhawk Boulevard","Lawrence","Kansas","66045","Natural History Museum, 1345 Jayhawk Boulevard","Lawrence","Kansas","66045","urn:uuid:356736e8-9e70-4516-bf04-1ad72ca6604f","","","","","","",38.9574,-95.2459
"The University of Texas at Austin, The University of Texas Biodiversity Center","Entomology","","","UTIC, THNC","UTIC","urn:uuid:f5a03dc0-868e-40f1-8538-db0d0578d227","","https://biodiversity.utexas.edu/resources/collections/entomology","","UTIC is the second largest institutional invertebrate collection in Texas, holding about 2 million arthopod specimens.","",15000,TRUE,"Coleoptera, Hymenoptera, Lepidoptera, cave invertebrates","Global, but with a concentration in central Texas.","","Alex Wild","Curator","alex.wild@utexas.edu","J.T. Patterson Labs Building 128, 2415 Speedway","Austin","Texas","78712","3001 Lake Austin Blvd","Austin","Texas","78703","urn:uuid:59ac3cdc-5938-49b0-9429-2cb1e80d22b6","","","","","","",30.2851,-97.7788
"Plant Genetic Resources Conservation Unit","","","","S-009","","urn:uuid:f5f90e99-c114-4508-b3af-8df0d6e9f271","","http://www.ars.usda.gov/main/site_main.htm?modecode=66-07-00-00","","","",NA,NA,"","","","Robert Jarret","","Bob.Jarret@ars.usda.gov","USDA/ARS/PGRU, 1109 Experiment Street","Griffin","Georgia","30223","USDA/ARS/PGRU, 1109 Experiment Street","Griffin","Georgia","30223","","","","","","","",33.2504,-84.2694
"University of Massachusetts Dartmouth","Herbarium","","","HDSM<IH>","","urn:uuid:f5fc9254-0a14-4a6b-a6f6-d2868bcc3109","urn:lsid:biocol.org:col:14561","","","","",NA,NA,"Plants; algae","Southeastern Massachusetts","2500","Robert Edgar","Director","redgar@umassd.edu","285 Old Westport Road.","North Dartmouth","Massachusetts","02747-0000","285 Old Westport Road.","North Dartmouth","Massachusetts","02747-0000","","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126726","","",41.6345,-71.0052
"University of Oklahoma, The Robert Bebb Herbarium","Herbarium","","","OKL<IH>","","urn:uuid:f63249a9-1191-434b-b4c7-41af4d09d158","urn:lsid:biocol.org:col:15492","http://www.biosurvey.ou.edu/bebb/bebbhome.html","http://www.coordinatesolutions.com/ovpd/ovpd.aspx","","",NA,NA,"","","","Abigail Moore","Curator","abigail.j.moore@ou.edu","Oklahoma Natural Heritage Inventory and Department of Geography and Environmental Sustainability","Norman","Oklahoma","73019","111 East Chesapeake Street","Norman","Oklahoma","73019-0245","urn:uuid:92d350a9-fe7d-481a-b6c2-d46b865afa7a","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126776","","",35.2062,-97.4453
"University of Michigan, Museum of Zoology","Insects","a47eacbb-22d0-4a8b-8853-989b26fd8290","{""recordset"":""a47eacbb-22d0-4a8b-8853-989b26fd8290""}","UMMZ","","urn:uuid:f64ac2f3-e73a-4d36-b857-aff7ee422d7c","","http://www.lsa.umich.edu/ummz/insects/default.asp","http://insectsdataserver.ummz.lsa.umich.edu/","","",NA,NA,"","","","Lacey Knowles","Curator","knowlesl@umich.edu","1109 Geddes Ave","Ann Arbor","Michigan","48109","1109 Geddes Ave","Ann Arbor","Michigan","48109","urn:uuid:64010831-b270-4db3-a6ed-27b99be98193","","","","","","",42.2779,-83.735
"L.C. Bates Museum","Oology","","","","","urn:uuid:f64fd757-e51d-4c6a-acd5-f508407c94b9","","","","Eggs","",NA,NA,"","","500","Deb Staber","","dstaber@gwh.org","14 Easler Road","Hinckley","Maine","04944-0000","14 Easler Road","Hinckley","Maine","04944-0000","","","","","","","",44.6627,-69.6291
"University of Minnesota, James Ford Bell Museum of Natural History","Amphibians and Reptiles","","","MIN","","urn:uuid:f6855a18-ce2a-41e0-9dad-798438cc8ef2","","http://www.bellmuseum.umn.edu/ResearchandTeaching/Collections/ScientificCollection/AmphibiansandReptiles/index.htm","","","",NA,NA,"","","","Ken Kozak","Curator of Herpetology","kozak016@umn.edu","1987 Upper Bufford Circle","St. Paul","Minnesota","55108","1987 Upper Bufford Circle","St. Paul","Minnesota","55108","urn:uuid:4848eb86-ab0e-40ba-af27-de63fd2197ad","","","","","","",44.9859,-93.1852
"University of Hawaii at Manoa","Marine Shells","","","UHM","","urn:uuid:f6c4dce6-feb0-4499-8533-3428f58eb20a","","","","","",NA,NA,"","","","Jo Lynn Guinness","Archaeology Laboratory Manager","gunness@hawaii.edu","Anthropology Department, Archaeology Program","Honolulu","Hawaii","96822","Anthropology Department, Archaeology Program","Honolulu","Hawaii","96822","","","","","","","",21.3202,-157.8108
"James Madison University","Herbarium","","","JMUH<IH>","","urn:uuid:f72c1c1f-398e-4663-8733-9c6d91ac57ec","urn:lsid:biocol.org:col:15094","","","","",NA,NA,"","","","Conley K. McMullen","Director","mcmullck@jmu.edu","Department of Biology, MSC 7801","Harrisonburg","Virginia","22807","","Harrisonburg","Virginia","22807","urn:uuid:3e743715-8b9e-4deb-a0ed-ff30a7c7b7f5","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124975","","",38.4409,-78.8742
"Denver Museum of Nature & Science","Arachnids","5aac25d2-bcfb-4084-a700-584311ea539d","{""recordset"":""5aac25d2-bcfb-4084-a700-584311ea539d""}","DMNS","ZA","urn:uuid:f74f334a-d4a6-47a9-8d21-a1bd32489855","","http://www.dmns.org/science/collections/dmns-zoology-collections/","http://symbiota4.acis.ufl.edu/scan/portal/index.php","Worldwide in scope though with a focus on the American West, the Arachnology collection at the Denver Museum of Nature & Science comprises over 50,000 specimen lots and is growing every year. The holdings include primary types and paratypes. Holdings are particularly strong in Colorado species and in Solifugae, with 13 primary types and 65 paratypes. The Colorado Spider Survey, initiated at DMNS in 1999, has vastly expanded our knowledge of the Colorado spider fauna. The collection is housed in the Avenir Collections Center - an onsite state-of-the-art museum collections facility.","",50000,TRUE,"The strengths are in the orders Araneae and Solifugae with a strong collection of Scorpiones. We also have holdings of the other orders of Arachnida.","Worldwide but with a focus on the Rocky Mountain / Great Plains ecoregions.","50,000 specimen lots","Paula Cushing","Curator of Invertebrate Zoology","Paula.Cushing@dmns.org","2001 Colorado Blvd","Denver","Colorado","80205","2001 Colorado Blvd","Denver","Colorado","80205","urn:uuid:75a457ae-5214-4b6a-9eab-178d6cf4a780","","","","","","",39.7583,-104.9406
"Cleveland Museum of Natural History","Invertebrate Zoology","a8d88237-2f62-4ad5-b1f7-ab13ace304df","{""recordset"":""a8d88237-2f62-4ad5-b1f7-ab13ace304df""}","CLEV","Insects","urn:uuid:f76b50c0-fc8c-41bb-b67d-278edad10d67","","https://www.cmnh.org/discover/science/invert-zoo","http://symbiota4.acis.ufl.edu/scan/portal/collections/misc/collprofiles.php?collid=95","","",83677,TRUE,"","","","Gavin Svenson","Curator","gsvenson@cmnh.org","1 Wade Oval, University Circle","Cleveland","Ohio","44106","1 Wade Oval, University Circle","Cleveland","Ohio","44106","urn:uuid:459bfca4-320a-4625-8eb1-ee54c6d1ef81","","","","","","",41.5074,-81.6072
"Fort Hays State University, Sternberg Museum","Entomology","","","FHSM","","urn:uuid:f77b9f2c-0f55-4aed-acc1-15139131703c","","http://sternberg.fhsu.edu/research-collections/collections/entomology/","","","",NA,NA,"Lepidoptera","","more than 100,000 insects","Richard Packauskas","Associate Curator","rpackaus@fhsu.edu","3000 Sternberg Drive","Hays","Kansas","67601","3000 Sternberg Drive","Hays","Kansas","67601","urn:uuid:5d16eb05-3889-46d1-ae30-db51a9cea061","","","","","","",38.8887,-99.3001
"Montana State University","Entomology","","","MTEC","","urn:uuid:f78f9c00-6b38-4b62-bf64-d83225983f06","","virgin.msu.montana.edu/sel.html","","","",NA,NA,"","","","Michael Ivie","Curator","mivie@montana.edu","Montana Entomology Collection, Marsh Lab, Room 50, 1600 S. 19th Ave.","Bozeman","Montana","59717","Montana State University, Marsh Lab, Room 50, 1600 S. 19th Ave.","Bozeman","Montana","59717","urn:uuid:1b3b2264-fbe7-444b-bc28-130f0e409c90","","","","","","",45.9552,-112.5152
"Colorado College, Carter Herbarium","Birds","","","COCO","","urn:uuid:f795862f-50da-44eb-9e14-46045cbe2d08","","https://www.coloradocollege.edu/academics/dept/obe/BiodiversityCollections/bird-collection.html","","With over 700 specimens representing 425 species, the department’s bird collection includes skins, mounted specimens, nests, and eggs from all across North America as well as South and Central Americas. These specimens represent 22 taxonomic orders including water birds, waterfowl, birds of prey, grouse, parrots, doves/pigeons, cuckoos, hummingbirds and swifts, trogons, woodpeckers, and many taxa within songbirds. They have been collected by several notable ornithologists including Charles Aiken, William Brewster, Fred Bartleson, and our own professor emeritus James Enderson between the years of 1860 and 1950.","",NA,NA,"","Colorado","20000","Brian Linkhart","","blinkhart@coloradocollege.edu","Colorado College Biology Department, Olin Hall #458, 14 E. Cache La Poudre","Colorado Springs","Colorado","80903","Colorado College Biology Department, Olin Hall #458, 14 E. Cache La Poudre","Colorado Springs","Colorado","80903","urn:uuid:929c7989-fd3b-4c55-8c95-ef7e88a42589","","","","","","",38.8466,-104.8245
